pr_id,repo_name,pr_number,title,body_len,user_login,user_type,created_datetime,closed_datetime,merged_datetime,created_hour,created_day_of_week,duration_minutes,duration_hours,comments,review_comments,commits,additions,deletions,changed_files,repo_language,repo_stars,repo_forks,is_fpt,keyword,is_merged
3231086038,nVirgo0507/SWP391_JGMS,11,[FIX] fix additional code and security issues,0,nVirgo0507,User,2026-01-31 17:04:55,2026-01-31 17:14:49,,17,6,9.9,0.165,0,7,2,164,58,8,C#,1,2,1,SWP391,0
3231107122,nVirgo0507/SWP391_JGMS,12,[FIX] Consistency & Compilation,188,nVirgo0507,User,2026-01-31 17:19:39,2026-01-31 17:25:22,2026-01-31 17:25:22,17,6,5.716666666666667,0.09527777777777778,0,4,3,182,61,8,C#,1,2,1,SWP391,1
3233055901,dangbphse181775/SWP391,13,Thêm video trong xem chi tiết,29,ngtrong04,User,2026-02-01 11:20:56,2026-02-01 11:21:05,2026-02-01 11:21:05,11,0,0.15,0.0025,0,3,1,20,8,4,JavaScript,0,0,1,SWP391,1
3237042359,dangbphse181775/SWP391,15,show all vehicles,60,ngtrong04,User,2026-02-02 15:12:55,2026-02-02 15:13:06,2026-02-02 15:13:05,15,1,0.18333333333333332,0.0030555555555555553,0,4,1,218,2,7,JavaScript,0,0,1,SWP391,1
3242037780,nghiant-rez/SWP391_G6,27,Update Database to fix code conflicts,0,nghiant-rez,User,2026-02-03 16:45:45,2026-02-03 16:51:48,2026-02-03 16:51:48,16,2,6.05,0.10083333333333333,0,0,15,12,9,1,Java,0,0,1,SWP391,1
3242271479,nghiant-rez/SWP391_G6,28,Nghia,67,nghiant-rez,User,2026-02-03 17:48:13,2026-02-03 17:49:24,2026-02-03 17:49:24,17,2,1.1833333333333333,0.01972222222222222,0,1,17,17,10,3,Java,0,0,1,SWP391,1
3244576271,x1ptase/swp391-jira-github-integration,7,SWP391-14 BE: AuthController /api/auth/login,0,x1ptase,User,2026-02-04 07:26:47,2026-02-04 07:26:58,2026-02-04 07:26:58,7,3,0.18333333333333332,0.0030555555555555553,0,0,1,3,1,45,Java,2,0,1,SWP391,1
3244597734,x1ptase/swp391-jira-github-integration,8,SWP391-15 BE: JWT generate/verify + filter,0,x1ptase,User,2026-02-04 07:34:54,2026-02-04 07:35:01,2026-02-04 07:35:01,7,3,0.11666666666666667,0.0019444444444444444,0,0,1,98,0,7,Java,2,0,1,SWP391,1
3253112459,nghiant-rez/SWP391_G6,29,Nghia,58,nghiant-rez,User,2026-02-06 05:06:07,2026-02-06 05:08:11,2026-02-06 05:08:11,5,5,2.066666666666667,0.03444444444444445,0,18,19,3606,143,19,Java,0,0,1,SWP391,1
3253557608,nghiant-rez/SWP391_G6,30,Nghia,0,nghiant-rez,User,2026-02-06 07:45:59,2026-02-06 07:47:25,2026-02-06 07:47:25,7,5,1.4333333333333333,0.02388888888888889,0,2,21,11,11,2,Java,0,0,1,SWP391,1
3255028157,dungpche171832-fptedu/SEP490-G97-SP26-BE,4,Update JwtAuthenticationFilter.java,11,khanhTV01,User,2026-02-06 14:42:35,2026-02-06 14:43:43,2026-02-06 14:43:43,14,5,1.1333333333333333,0.01888888888888889,0,1,1,2,0,1,Java,0,0,1,SEP490,1
3263961920,x1ptase/swp391-jira-github-integration,15,SWP391-26 BE: StudentGroup CRUD,0,x1ptase,User,2026-02-09 18:30:38,2026-02-09 18:30:51,2026-02-09 18:30:51,18,1,0.21666666666666667,0.0036111111111111114,0,0,1,586,270,17,Java,2,0,1,SWP391,1
3270138448,nnt7923/SEP490_G79_SP26_FE,6,CI Vercel for deploy preview,15,nnt7923,User,2026-02-11 05:46:48,2026-02-11 05:47:00,2026-02-11 05:47:00,5,3,0.2,0.0033333333333333335,1,0,1,94,0,2,TypeScript,0,0,1,SEP490,1
3270142877,nnt7923/SEP490_G79_SP26_FE,7,Dev,15,nnt7923,User,2026-02-11 05:48:52,2026-02-11 06:12:09,,5,3,23.283333333333335,0.3880555555555556,1,0,2,94,0,2,TypeScript,0,0,1,SEP490,0
3272895509,FloodRescue-SWP391/flood-rescue-backend,15,feat(coordinator): Implement RescueMissionService in Coordinator dispatch flow with kafka and SignalR,0,QuochuyChung,User,2026-02-11 18:17:19,2026-02-11 18:29:15,,18,3,11.933333333333334,0.1988888888888889,0,13,5,972,10,26,C#,0,0,1,SWP391,0
3295266423,FloodRescue-SWP391/flood-rescue-backend,17,"fix(relief, rescue): fix logic create relief order in service in kafka handler with signalR and constraint not null for description if rescue request type is supply",164,QuochuyChung,User,2026-02-17 17:15:13,2026-02-17 17:15:52,2026-02-17 17:15:52,17,2,0.65,0.010833333333333334,0,13,2,417,9,21,C#,0,0,1,SWP391,1
3301013979,baothanh4/SWP391-SPRING2026-BE,25,Feat:Create vnpay and GHN API,0,baothanh4,User,2026-02-19 01:26:18,2026-02-19 01:26:56,2026-02-19 01:26:55,1,4,0.6333333333333333,0.010555555555555556,1,0,1,693,150,22,Java,0,0,1,SWP391,1
3306496280,x1ptase/swp391-jira-github-integration,25,SWP391-18 BE: Security config + @PreAuthorize,0,x1ptase,User,2026-02-20 06:53:22,2026-02-20 06:53:30,2026-02-20 06:53:30,6,5,0.13333333333333333,0.0022222222222222222,0,0,1,93,208,7,Java,2,0,1,SWP391,1
3306688015,x1ptase/swp391-jira-github-integration,26,SWP391-19 BE: helper check “user in group / lecturer assigned”,0,x1ptase,User,2026-02-20 08:03:30,2026-02-20 08:03:38,2026-02-20 08:03:38,8,5,0.13333333333333333,0.0022222222222222222,0,0,1,245,51,11,Java,2,0,1,SWP391,1
3312552288,nghiant-rez/SWP391_G6,36,Bugs fix,654,nghiant-rez,User,2026-02-22 10:21:02,2026-02-22 10:38:32,2026-02-22 10:38:32,10,0,17.5,0.2916666666666667,1,8,28,59,62,14,Java,0,0,1,SWP391,1
3312650413,nghiant-rez/SWP391_G6,38,Update .gitignore,274,nghiant-rez,User,2026-02-22 11:15:16,2026-02-22 11:15:25,2026-02-22 11:15:25,11,0,0.15,0.0025,1,0,1,2,1,1,Java,0,0,1,SWP391,1
3314649330,dangbphse181775/SWP391,16,Add Carts Table,28,ngtrong04,User,2026-02-23 06:53:07,2026-02-23 06:53:16,2026-02-23 06:53:16,6,1,0.15,0.0025,0,5,1,1195,0,7,JavaScript,0,0,1,SWP391,1
3319716116,KTAKhang/SEP490_Group10_FrontEndApp,8,"Revert ""Hieu/create/home review""",45,KTAKhang,User,2026-02-24 09:30:05,2026-02-24 09:30:34,2026-02-24 09:30:34,9,2,0.48333333333333334,0.008055555555555555,0,0,1,624,440,14,JavaScript,0,0,1,SEP490,1
3319947708,nghiant-rez/SWP391_G6,40,Add Product Management Features,854,Bapx,User,2026-02-24 10:23:30,2026-02-24 15:44:53,,10,2,321.3833333333333,5.356388888888889,1,16,6,2236,8,18,Java,0,0,1,SWP391,0
3324991856,MinMin79115/SEP490-ReliefCare-BE,41,"Revert ""Staging""",43,MinMin79115,User,2026-02-25 10:33:19,2026-02-25 10:33:34,2026-02-25 10:33:34,10,3,0.25,0.004166666666666667,0,0,1,0,0,0,C#,3,2,1,SEP490,1
3326145182,nghiant-rez/SWP391_G6,41,Fix/pr40 review issues,673,Bapx,User,2026-02-25 14:53:02,2026-02-25 15:18:27,2026-02-25 15:18:27,14,3,25.416666666666668,0.4236111111111111,1,37,7,2269,8,18,Java,0,0,1,SWP391,1
3330321221,x1ptase/swp391-jira-github-integration,39,SWP391-37 BE: Implement TokenCryptoService (AES encrypt/decrypt),0,x1ptase,User,2026-02-26 10:48:55,2026-02-26 10:50:44,2026-02-26 10:50:44,10,4,1.8166666666666667,0.03027777777777778,0,0,1,189,0,3,Java,2,0,1,SWP391,1
3330652913,x1ptase/swp391-jira-github-integration,40,SWP391-70 BE: SyncLog RUNNING guard + return 409,0,x1ptase,User,2026-02-26 12:04:58,2026-02-26 12:05:05,2026-02-26 12:05:05,12,4,0.11666666666666667,0.0019444444444444444,0,0,1,128,25,7,Java,2,0,1,SWP391,1
3331287071,x1ptase/swp391-jira-github-integration,41,"SWP391-38 BE: Standard response mask: hasToken, tokenMasked",0,x1ptase,User,2026-02-26 14:22:41,2026-02-26 14:23:45,2026-02-26 14:23:45,14,4,1.0666666666666667,0.017777777777777778,0,0,1,173,0,4,Java,2,0,1,SWP391,1
3334368641,nghiant-rez/SWP391_G6,43,Vuongdd,628,VuongK4,User,2026-02-27 06:51:58,2026-02-27 06:52:54,2026-02-27 06:52:54,6,5,0.9333333333333333,0.015555555555555555,1,0,13,1048,87,10,Java,0,0,1,SWP391,1
3334519645,nghiant-rez/SWP391_G6,44,Fix/pr40 review issues,597,Bapx,User,2026-02-27 07:33:13,2026-02-27 16:04:09,2026-02-27 16:04:09,7,5,510.93333333333334,8.515555555555556,1,37,10,1997,31,18,Java,0,0,1,SWP391,1
3334586525,Rabuno/PRJ301-SE1905-Review-Advisor,3,"Revert ""abc""",45,Rabuno,User,2026-02-27 07:55:42,2026-02-27 07:55:52,2026-02-27 07:55:52,7,5,0.16666666666666666,0.0027777777777777775,0,0,1,0,0,0,Java,0,0,1,PRJ301,1
3334784200,x1ptase/swp391-jira-github-integration,43,SWP391-43 BE: IntegrationConfig CRUD (GITHUB) + validate + role check…,24,x1ptase,User,2026-02-27 08:58:12,2026-02-27 08:58:45,2026-02-27 08:58:45,8,5,0.55,0.009166666666666667,0,0,1,434,1,11,Java,2,0,1,SWP391,1
3334960913,x1ptase/swp391-jira-github-integration,44,SWP391-108 BE: encrypt/mask token (shared),0,x1ptase,User,2026-02-27 09:47:55,2026-02-27 09:48:03,2026-02-27 09:48:03,9,5,0.13333333333333333,0.0022222222222222222,0,0,1,301,26,11,Java,2,0,1,SWP391,1
3338262543,x1ptase/swp391-jira-github-integration,46,SWP391-47 BE: GitHubClient test (repo endpoint) + role check (Leader/…,7,x1ptase,User,2026-02-28 05:54:55,2026-02-28 05:55:03,2026-02-28 05:55:03,5,6,0.13333333333333333,0.0022222222222222222,0,0,1,148,0,7,Java,2,0,1,SWP391,1
3338757862,FloodRescue-SWP391/flood-rescue-backend,19,feat(relief-order): api manager prepare relief order,0,Huy911089,User,2026-02-28 12:48:00,2026-03-01 13:38:41,,12,6,1490.6833333333334,24.844722222222224,0,7,1,338,5,14,C#,0,0,1,SWP391,0
3338885259,dangbphse181775/SWP391,17,Inspectors confirm to post a vehicle,38,ngtrong04,User,2026-02-28 14:43:23,2026-02-28 14:43:33,2026-02-28 14:43:33,14,6,0.16666666666666666,0.0027777777777777775,0,5,1,323,0,8,JavaScript,0,0,1,SWP391,1
3339002797,FloodRescue-SWP391/flood-rescue-backend,20,Feature/api rescueteam confirm pickup,0,Huy911089,User,2026-02-28 16:18:58,2026-03-01 14:04:06,2026-03-01 14:04:06,16,6,1305.1333333333334,21.752222222222223,0,2,2,617,5,22,C#,0,0,1,SWP391,1
3339086385,dangbphse181775/SWP391,18,Seller view report,18,ngtrong04,User,2026-02-28 17:22:08,2026-02-28 17:22:16,2026-02-28 17:22:16,17,6,0.13333333333333333,0.0022222222222222222,0,6,1,310,3,11,JavaScript,0,0,1,SWP391,1
3340021567,daukhachuy/SRC_SMAS_CLIENT,30,hotfix: update cloudinary folder to image_SEP490 and fix local persis…,6,Klion1908,User,2026-03-01 05:08:57,2026-03-01 05:11:10,2026-03-01 05:11:10,5,0,2.216666666666667,0.036944444444444446,0,0,1,59,72,1,JavaScript,1,0,1,SEP490,1
3340711461,hung121104/SEP490_FARMITY,113,Feat(Crafting); Update crafting,0,BaoHuynhGia09,User,2026-03-01 12:47:49,2026-03-01 12:47:58,2026-03-01 12:47:57,12,0,0.15,0.0025,1,1,1,0,14,1,C#,1,0,1,SEP490,1
3340753611,FloodRescue-SWP391/flood-rescue-backend,21,Feature/api complete rescue mission,0,Huy911089,User,2026-03-01 13:13:02,2026-03-02 16:48:12,,13,0,1655.1666666666667,27.586111111111112,0,8,5,293,1,14,C#,0,0,1,SWP391,0
3340808735,FloodRescue-SWP391/flood-rescue-backend,22,feat(adjust-inventory): api adjust inventory,0,Huy911089,User,2026-03-01 13:36:44,2026-03-02 17:16:19,2026-03-02 17:16:19,13,0,1659.5833333333333,27.65972222222222,0,4,2,251,9,6,C#,0,0,1,SWP391,1
3340911015,FloodRescue-SWP391/flood-rescue-backend,23,feat(get-pending-relief-orders): api get pending relief orders,0,Huy911089,User,2026-03-01 14:26:59,2026-03-02 17:27:49,2026-03-02 17:27:48,14,0,1620.8333333333333,27.01388888888889,0,4,3,100,1,4,C#,0,0,1,SWP391,1
3341228710,FloodRescue-SWP391/flood-rescue-backend,24,"fix(mapper, warehouses, register, db): fix fluent api change relationship to one one with rescue team members and merge from main to sync with database",151,QuochuyChung,User,2026-03-01 16:51:30,2026-03-01 16:53:02,2026-03-01 16:53:02,16,0,1.5333333333333334,0.025555555555555557,0,12,5,2439,149,35,C#,0,0,1,SWP391,1
3341260058,nghiant-rez/SWP391_G6,45,Ba,724,Bapx,User,2026-03-01 17:07:39,2026-03-01 17:23:48,2026-03-01 17:23:48,17,0,16.15,0.26916666666666667,1,32,8,1180,220,15,Java,0,0,1,SWP391,1
3342165597,FloodRescue-SWP391/flood-rescue-frontend,29,Merge pull request #28 from FloodRescue-SWP391/main,54,trtramnh,User,2026-03-02 01:49:24,2026-03-02 01:49:32,2026-03-02 01:49:32,1,1,0.13333333333333333,0.0022222222222222222,0,0,1,0,0,0,JavaScript,0,1,1,SWP391,1
3342286447,Tranquangd/FinalProject_Swp391_Gr4_Spring2026_FPTU_FE,1,fix: login page validate and lecturerAPI,0,HNHungK18,User,2026-03-02 02:54:42,2026-03-02 03:08:32,2026-03-02 03:08:32,2,1,13.833333333333334,0.23055555555555557,1,0,2,47,23,4,JavaScript,0,0,1,SWP391,1
3343980845,jonhhh231/SWP391,73,be/get&update store profile settings,0,Notmoney-lab164,User,2026-03-02 12:19:50,2026-03-02 13:53:00,2026-03-02 13:53:00,12,1,93.16666666666667,1.5527777777777778,0,5,1,137,0,5,Java,0,0,1,SWP391,1
3344153497,jonhhh231/SWP391,75,Be/store status toggle,0,Notmoney-lab164,User,2026-03-02 13:06:28,2026-03-02 13:53:25,2026-03-02 13:53:25,13,1,46.95,0.7825000000000001,0,5,3,77,0,4,Java,0,0,1,SWP391,1
3344648518,jonhhh231/SWP391,76,Be/settings change password,0,Notmoney-lab164,User,2026-03-02 15:05:28,2026-03-03 00:33:29,2026-03-03 00:33:29,15,1,568.0166666666667,9.466944444444444,0,6,3,90,0,4,Java,0,0,1,SWP391,1
3344804035,dungpche171832-fptedu/SEP490-G97-SP26-BE,5,GetUserDetail_Khanh,23,khanhTV01,User,2026-03-02 15:44:15,2026-03-02 15:46:59,2026-03-02 15:46:59,15,1,2.7333333333333334,0.04555555555555556,0,6,1,44,78,8,Java,0,0,1,SEP490,1
3344890505,FloodRescue-SWP391/flood-rescue-backend,26,fix(compose): fix Kafka environment variable naming convention,0,QuochuyChung,User,2026-03-02 16:06:26,2026-03-02 16:08:15,2026-03-02 16:08:15,16,1,1.8166666666666667,0.03027777777777778,0,0,1,1,1,1,C#,0,0,1,SWP391,1
3345061465,FloodRescue-SWP391/flood-rescue-backend,27,chore(sync): merge latest changes from main,0,QuochuyChung,User,2026-03-02 16:49:09,2026-03-02 16:52:30,2026-03-02 16:52:30,16,1,3.35,0.05583333333333333,0,5,6,292,0,13,C#,0,0,1,SWP391,1
3348108977,nghiant-rez/SWP391_G6,46,Redesign device management pages with modern UI,794,Bapx,User,2026-03-03 10:06:18,2026-03-05 03:01:26,2026-03-05 03:01:26,10,2,2455.133333333333,40.91888888888889,1,40,10,2069,544,10,Java,0,0,1,SWP391,1
3351565038,x1ptase/swp391-jira-github-integration,53,SWP391-110 BE: Add default headers + central GitHub client wrapper,0,x1ptase,User,2026-03-04 03:45:10,2026-03-04 03:45:18,2026-03-04 03:45:18,3,3,0.13333333333333333,0.0022222222222222222,0,0,1,12,20,5,Java,2,0,1,SWP391,1
3351611009,x1ptase/swp391-jira-github-integration,54,"SWP391-111 BE: Pagination helper for GitHub (per_page=100, page loop)",0,x1ptase,User,2026-03-04 04:09:05,2026-03-04 04:09:12,2026-03-04 04:09:12,4,3,0.11666666666666667,0.0019444444444444444,0,0,1,85,128,5,Java,2,0,1,SWP391,1
3351843472,x1ptase/swp391-jira-github-integration,55,SWP391-109 GitHub REST client standards,0,x1ptase,User,2026-03-04 05:37:56,2026-03-04 05:38:02,2026-03-04 05:38:02,5,3,0.1,0.0016666666666666668,0,0,1,207,104,8,Java,2,0,1,SWP391,1
3352173460,FloodRescue-SWP391/flood-rescue-backend,29,feat(request): add get and filter for rescue request,0,QuochuyChung,User,2026-03-04 07:38:10,2026-03-04 07:39:11,2026-03-04 07:39:11,7,3,1.0166666666666666,0.016944444444444443,0,12,1,224,1,9,C#,0,0,1,SWP391,1
3352442184,FloodRescue-SWP391/flood-rescue-backend,30,fix(rescue): change filter status request dto from string to list string,0,QuochuyChung,User,2026-03-04 09:03:24,2026-03-04 09:03:56,2026-03-04 09:03:56,9,3,0.5333333333333333,0.008888888888888889,0,6,1,8,5,2,C#,0,0,1,SWP391,1
3353410919,hung121104/SEP490_FARMITY,123,Feat: Add new login BG asset,0,hung121104,User,2026-03-04 13:26:54,2026-03-04 13:27:53,2026-03-04 13:27:53,13,3,0.9833333333333333,0.016388888888888887,1,0,1,145,177,16,C#,1,0,1,SEP490,1
3353514142,FloodRescue-SWP391/flood-rescue-backend,31,feat(report-mission-incident): api report mission incident,0,Huy911089,User,2026-03-04 13:53:15,2026-03-04 14:15:10,,13,3,21.916666666666668,0.3652777777777778,0,7,1,339,0,12,C#,0,0,1,SWP391,0
3353515460,FloodRescue-SWP391/flood-rescue-backend,32,feat(resolved-incident): api resolved incident,0,Huy911089,User,2026-03-04 13:53:37,2026-03-04 14:24:28,,13,3,30.85,0.5141666666666667,0,2,1,336,2,11,C#,0,0,1,SWP391,0
3353550455,FloodRescue-SWP391/flood-rescue-backend,33,feat(mission): add rescue mission filter endpoint,0,QuochuyChung,User,2026-03-04 14:02:13,2026-03-04 14:02:28,2026-03-04 14:02:28,14,3,0.25,0.004166666666666667,0,9,1,224,2,6,C#,0,0,1,SWP391,1
3353633817,FloodRescue-SWP391/flood-rescue-backend,34,Feature/api report mission incident,0,Huy911089,User,2026-03-04 14:22:41,2026-03-04 15:18:16,2026-03-04 15:18:16,14,3,55.583333333333336,0.9263888888888889,0,6,3,1598,508,31,C#,0,0,1,SWP391,1
3353875806,FloodRescue-SWP391/flood-rescue-backend,36,Feature/api resolved incident,0,Huy911089,User,2026-03-04 15:19:17,2026-03-04 17:04:55,2026-03-04 17:04:55,15,3,105.63333333333334,1.7605555555555557,0,2,0,0,0,0,C#,0,0,1,SWP391,1
3354499030,baothanh4/SWP391-SPRING2026-BE,38,"Refactor:Refactor orderPayment into payment, add function in manager",0,baothanh4,User,2026-03-04 17:47:02,2026-03-04 17:47:23,2026-03-04 17:47:23,17,3,0.35,0.005833333333333333,0,10,1,353,250,21,Java,0,0,1,SWP391,1
3356088026,jonhhh231/SWP391,87,Be/bom/wastage spoilage,0,Notmoney-lab164,User,2026-03-05 01:28:56,2026-03-05 08:21:09,2026-03-05 08:21:09,1,4,412.21666666666664,6.870277777777777,0,5,2,99,14,5,Java,0,0,1,SWP391,1
3356515200,FloodRescue-SWP391/flood-rescue-backend,38,feat(filter-relief-orders): api filter & get relief orders,0,Huy911089,User,2026-03-05 04:12:30,2026-03-05 04:20:21,,4,4,7.85,0.13083333333333333,0,0,1,193,0,6,C#,0,0,1,SWP391,0
3356549863,FloodRescue-SWP391/flood-rescue-backend,39,feat(filter-relief-orders): api filter & get relief orders,0,Huy911089,User,2026-03-05 04:24:22,2026-03-06 17:34:15,,4,4,2229.883333333333,37.16472222222222,0,4,1,193,0,6,C#,0,0,1,SWP391,0
3356601176,FloodRescue-SWP391/flood-rescue-backend,40,feat(api-get-filter-relief-order-details): api get & filter relief or…,12,Huy911089,User,2026-03-05 04:41:41,2026-03-06 17:34:16,,4,4,2212.5833333333335,36.87638888888889,0,1,1,124,0,4,C#,0,0,1,SWP391,0
3357163903,dungpche171832-fptedu/SEP490-G97-SP26-BE,7,update get data,26,khanhTV01,User,2026-03-05 07:16:26,2026-03-23 10:51:33,,7,4,26135.116666666665,435.5852777777778,0,2,1,1,0,1,Java,0,0,1,SEP490,0
3358019539,baothanh4/SWP391-SPRING2026-BE,39,Feat:Add history payment,0,baothanh4,User,2026-03-05 10:27:33,2026-03-05 10:27:41,2026-03-05 10:27:40,10,4,0.13333333333333333,0.0022222222222222222,0,9,1,171,23,9,Java,0,0,1,SWP391,1
3358036029,anhphamga/inhere-sep490,3,feat: add 3-layer AI assistant pipeline and frontend integration,0,anhphamga,User,2026-03-05 10:30:38,2026-03-05 10:30:47,2026-03-05 10:30:47,10,4,0.15,0.0025,1,0,1,2008,1,33,JavaScript,0,0,1,SEP490,1
3358036383,baothanh4/SWP391-SPRING2026-BE,40,Add return request (MVP-2) controllers/services/entities,0,baothanh4,User,2026-03-05 10:30:43,2026-03-05 10:31:29,2026-03-05 10:31:29,10,4,0.7666666666666667,0.012777777777777779,0,8,1,609,15,20,Java,0,0,1,SWP391,1
3358966936,jonhhh231/SWP391,88,Be/add confirm receipt,0,Notmoney-lab164,User,2026-03-05 14:02:12,2026-03-05 14:08:09,,14,4,5.95,0.09916666666666667,0,4,2,40,18,4,Java,0,0,1,SWP391,0
3359002025,jonhhh231/SWP391,89,Be/add confirm receipt,0,Notmoney-lab164,User,2026-03-05 14:08:48,2026-03-05 14:10:22,,14,4,1.5666666666666667,0.02611111111111111,0,5,2,40,18,4,Java,0,0,1,SWP391,0
3359035340,jonhhh231/SWP391,90,Be/add confirm receipt,0,Notmoney-lab164,User,2026-03-05 14:14:33,2026-03-05 14:16:40,,14,4,2.1166666666666667,0.035277777777777776,0,6,3,55,16,4,Java,0,0,1,SWP391,0
3359085007,jonhhh231/SWP391,91,Be/add confirm receipt,0,Notmoney-lab164,User,2026-03-05 14:22:58,2026-03-05 14:23:33,,14,4,0.5833333333333334,0.009722222222222222,0,3,3,55,16,4,Java,0,0,1,SWP391,0
3359315417,jonhhh231/SWP391,92,Be/confirm receipt final,0,Notmoney-lab164,User,2026-03-05 15:03:00,2026-03-06 11:42:13,2026-03-06 11:42:13,15,4,1239.2166666666667,20.65361111111111,0,5,2,6,3,1,Java,0,0,1,SWP391,1
3359467687,x1ptase/swp391-jira-github-integration,59,SWP391-51 BE: GitHub commits fetch + params range (since/until hoặc l…,23,x1ptase,User,2026-03-05 15:29:34,2026-03-05 15:29:47,2026-03-05 15:29:47,15,4,0.21666666666666667,0.0036111111111111114,0,0,1,246,54,22,Java,2,0,1,SWP391,1
3360092455,x1ptase/swp391-jira-github-integration,60,SWP391-57 BE: Jira sync endpoint + call SyncLogService.begin/end,0,x1ptase,User,2026-03-05 17:43:46,2026-03-05 17:43:55,2026-03-05 17:43:55,17,4,0.15,0.0025,0,0,1,310,83,13,Java,2,0,1,SWP391,1
3360206178,x1ptase/swp391-jira-github-integration,61,SWP391-56 Manual Sync GitHub → Repository + GitCommit,0,x1ptase,User,2026-03-05 18:12:03,2026-03-05 18:12:11,2026-03-05 18:12:11,18,4,0.13333333333333333,0.0022222222222222222,0,0,1,6,108,4,Java,2,0,1,SWP391,1
3361603628,baothanh4/SWP391-SPRING2026-BE,42,Fix: Fix userStatus,0,baothanh4,User,2026-03-06 01:13:43,2026-03-06 01:13:51,2026-03-06 01:13:51,1,5,0.13333333333333333,0.0022222222222222222,0,2,1,8,8,3,Java,0,0,1,SWP391,1
3362086933,jonhhh231/SWP391,93,Be/fix route allocation,0,Notmoney-lab164,User,2026-03-06 04:28:53,2026-03-06 04:29:42,,4,5,0.8166666666666667,0.01361111111111111,0,11,4,256,55,12,Java,0,0,1,SWP391,0
3362089416,jonhhh231/SWP391,94,Be/final route allocation,0,Notmoney-lab164,User,2026-03-06 04:30:05,2026-03-06 11:43:27,2026-03-06 11:43:27,4,5,433.3666666666667,7.222777777777778,0,13,4,256,55,12,Java,0,0,1,SWP391,1
3362158045,minhsimple/SEP490-G94-SP26,8,Minh/be,0,minhsimple,User,2026-03-06 05:04:39,2026-03-06 05:05:13,2026-03-06 05:05:13,5,5,0.5666666666666667,0.009444444444444445,0,5,7,148,49,4,TypeScript,0,0,1,SEP490,1
3362636188,nghiant-rez/SWP391_G6,47,dd Public Product Catalog and Product Detail Pages,668,Bapx,User,2026-03-06 07:50:20,2026-03-07 15:21:22,2026-03-07 15:21:21,7,5,1891.0333333333333,31.517222222222223,1,57,11,2892,545,15,Java,0,0,1,SWP391,1
3362992380,hung121104/SEP490_FARMITY,128,fix: Refactoring Combat,0,baonq010624,User,2026-03-06 09:34:58,2026-03-06 09:35:22,2026-03-06 09:35:22,9,5,0.4,0.006666666666666667,1,0,1,2926,3149,3,C#,1,0,1,SEP490,1
3363751977,FloodRescue-SWP391/flood-rescue-backend,42,feat(get-filter-incident-reports): api get & filter incident reports,0,Huy911089,User,2026-03-06 12:51:38,2026-03-06 17:34:17,,12,5,282.65,4.7108333333333325,0,5,1,173,3,5,C#,0,0,1,SWP391,0
3363916673,clean-ops-ai-sep490/cleanopsai-backend,1,test-github,0,nnhurricane156,User,2026-03-06 13:34:56,2026-03-06 13:35:10,2026-03-06 13:35:10,13,5,0.23333333333333334,0.0038888888888888888,0,1,1,1,1,1,C#,1,0,1,SEP490,1
3364051906,FloodRescue-SWP391/flood-rescue-backend,43,feat(update-system-user-profile): api update system user profile,0,Huy911089,User,2026-03-06 14:10:27,2026-03-06 17:34:18,,14,5,203.85,3.3975,0,6,1,217,0,6,C#,0,0,1,SWP391,0
3364334857,FloodRescue-SWP391/flood-rescue-backend,44,Feature/api deactivate system user,0,Huy911089,User,2026-03-06 15:18:39,2026-03-06 17:33:54,,15,5,135.25,2.254166666666667,0,3,2,311,0,6,C#,0,0,1,SWP391,0
3364831682,FloodRescue-SWP391/flood-rescue-backend,45,feat(email): add send email notification to citizen with shortcode to…,77,QuochuyChung,User,2026-03-06 17:32:21,2026-03-06 17:32:58,2026-03-06 17:32:58,17,5,0.6166666666666667,0.010277777777777778,0,13,1,1206,17,15,C#,0,0,1,SWP391,1
3364865025,FloodRescue-SWP391/flood-rescue-backend,46,"fix(compose, pipeline): add environment for gmail settings in production",72,QuochuyChung,User,2026-03-06 17:43:02,2026-03-06 17:43:45,2026-03-06 17:43:45,17,5,0.7166666666666667,0.011944444444444445,0,2,1,4,0,2,C#,0,0,1,SWP391,1
3366703110,FloodRescue-SWP391/flood-rescue-backend,47,"fix(db, relief, signalR)",205,QuochuyChung,User,2026-03-07 05:58:42,2026-03-07 05:59:03,2026-03-07 05:59:03,5,6,0.35,0.005833333333333333,0,10,1,1354,83,15,C#,0,0,1,SWP391,1
3367078643,jonhhh231/SWP391,97,Be/final confirm receipt,0,Notmoney-lab164,User,2026-03-07 08:59:20,2026-03-07 09:07:08,2026-03-07 09:07:08,8,6,7.8,0.13,0,5,2,26,12,3,Java,0,0,1,SWP391,1
3367243430,minhsimple/SEP490-G94-SP26,9,feat: update upload image using minio,0,minhsimple,User,2026-03-07 10:14:42,2026-03-07 10:15:05,2026-03-07 10:15:05,10,6,0.38333333333333336,0.006388888888888889,0,6,1,439,220,26,TypeScript,0,0,1,SEP490,1
3367435111,SEP490-CapstoneProject/SEP490_BE,2,Merge pull request #1 from SEP490-CapstoneProject/dattt,41,HagiLee1202,User,2026-03-07 12:36:04,2026-03-07 12:36:34,2026-03-07 12:36:34,12,6,0.5,0.008333333333333333,0,0,1,781,39,20,C#,0,0,1,SEP490,1
